6.545144	5.414075	-1.305815	E1
6.073773	6.413553	1.245598	E2
5.362831	7.201868	3.395105	E3
4.435476	7.552979	5.067823	E4
3.3004	7.18649	6.721373	E5
2.15636	6.29586	8.050748	E6
1.078114	5.172539	9.121235	E7
0	3.573681	9.879862	E8
-1.095532	1.496569	10.378836	E9
5.447754	7.448192	-0.031451	E10
4.652278	8.307565	2.097584	E11
3.582945	8.719776	4.097549	E12
2.353357	8.4747	5.725979	E13
1.18146	7.728098	7.274585	E14
0	6.535923	8.464706	E15
-1.078114	5.172539	9.121235	E16
-2.178411	2.964394	9.65529	E17
3.699497	9.171215	0.856482	E18
2.555722	9.596412	2.675954	E19
1.319201	9.450428	4.430584	E20
0	8.800477	6.046109	E21
-1.18146	7.728098	7.274585	E22
-2.15636	6.29586	8.050748	E23
-3.197539	4.36623	8.679783	E24
1.172965	10.116201	0.982968	E25
0	9.990891	2.530076	E26
-1.319201	9.450428	4.430584	E27
-2.353357	8.4747	5.725979	E28
-3.3004	7.18649	6.721373	E29
-4.158195	5.487641	7.401126	E30
0	10.055779	-0.903446	E31
-1.172965	10.116201	0.982968	E32
-2.555722	9.596412	2.675954	E33
-3.582945	8.719776	4.097549	E34
-4.435476	7.552979	5.067823	E35
-4.824852	6.361561	6.012633	E36
-3.699497	9.171215	0.856482	E37
-4.652278	8.307565	2.097584	E38
-5.362831	7.201868	3.395105	E39
-5.888509	5.99543	4.593841	E40
-5.723281	4.85366	6.125099	E41
-5.194523	3.737702	7.549695	E42
-4.47541	2.517479	8.724807	E43
-3.383322	1.07826	9.759933	E44
-1.81209	-0.536504	10.613414	E45
-5.447754	7.448192	-0.031451	E46
-6.073773	6.413553	1.245598	E47
-6.622065	5.257827	2.63314	E48
-6.826123	4.144226	4.327201	E49
-6.595316	3.082912	6.013165	E50
-6.023827	1.898121	7.54296	E51
-5.166333	0.593101	8.822243	E52
-3.636289	-1.08363	10.007821	E53
-6.545144	5.414075	-1.305815	E54
-7.002089	4.405725	0.584039	E55
-7.450898	3.324002	2.426782	E56
-7.566235	2.259844	4.223706	E57
-7.234886	1.252602	6.001292	E58
-6.603842	0.070712	7.509598	E59
-5.320719	-1.544197	8.976128	E60
-7.357161	3.266926	-1.564066	E61
-7.722785	2.18	0.498207	E62
-8.064797	1.268074	2.345575	E63
-8.019453	0.388878	4.197075	E64
-7.587821	-0.521259	5.990597	E65
-6.837802	-1.838017	7.38845	E66
-7.634704	2.011461	-3.237818	E67
-7.762043	1.306847	-1.368418	E68
-7.975495	-0.08753	0.448359	E69
-8.23907	-0.697896	2.384343	E70
-8.076874	-1.448387	4.2985	E71
-7.594899	-2.188332	5.793361	E72
-7.470392	1.113052	-5.016286	E73
-7.894134	-2.103834	0.751653	E74
-7.917763	-2.890054	2.91153	E75
-7.660648	-3.482053	4.760937	E76
-6.914406	-3.702229	6.601888	E77
-5.704345	-3.583581	8.216725	E78
-4.076264	-3.418653	9.59486	E79
-2.217458	-2.847378	10.438425	E80
0	-1.824084	10.867186	E81
-7.051506	-0.38492	-6.358247	E82
-7.471798	-3.773911	-0.459074	E83
-7.555095	-4.112971	1.427992	E84
-7.320948	-4.804384	3.51758	E85
-6.711112	-5.20881	5.421363	E86
-5.58244	-5.253039	7.239765	E87
-4.007248	-4.99485	8.796866	E88
-2.265317	-4.647392	9.84092	E89
0	-3.61098	10.563508	E90
-6.509075	-1.883393	-7.445889	E91
-6.683699	-2.851753	-5.428404	E92
-6.888638	-4.081099	-3.348148	E93
-7.133679	-4.464824	-1.780123	E94
-7.120891	-5.21811	0.00003	E95
-6.853656	-5.883111	2.046355	E96
-6.207566	-6.551817	4.048184	E97
-5.152229	-6.710172	5.887278	E98
-3.806797	-6.540753	7.554883	E99
-2.035301	-6.016935	8.905095	E100
0	-6.782113	8.608094	E101
-6.160077	-3.979609	-6.860472	E102
-6.197794	-4.745712	-5.060637	E103
-6.306616	-5.786048	-3.077013	E104
-6.450879	-6.016711	-1.512937	E105
-6.148718	-6.774631	0.497867	E106
-5.359121	-7.601249	2.450337	E107
-4.389978	-7.942791	4.385007	E108
-3.201332	-7.817598	6.17158	E109
-1.76457	-7.371542	7.591908	E110
-5.486678	-6.003484	-6.396185	E111
-5.322803	-6.622861	-4.717324	E112
-5.133532	-7.381398	-2.801551	E113
-5.032191	-7.655319	-1.148052	E114
-4.24979	-8.473456	0.872521	E115
-3.377095	-8.874353	2.785074	E116
-2.01907	-8.89269	4.712582	E117
-1.139175	-8.434189	6.182908	E118
0	-7.78078	7.327244	E119
-4.479144	-7.296247	-6.245697	E120
-4.092254	-7.908611	-4.607771	E121
-3.5962	-8.479898	-2.729393	E122
-3.105718	-8.953455	-0.833633	E123
-2.142777	-9.398065	1.066396	E124
-1.069642	-9.429268	2.990916	E125
0	-9.104714	4.721244	E126
1.139175	-8.434189	6.182908	E127
1.76457	-7.371542	7.591908	E128
2.035301	-6.016935	8.905095	E129
2.265317	-4.647392	9.84092	E130
2.217458	-2.847378	10.438425	E131
1.81209	-0.536504	10.613414	E132
-3.210097	-8.365391	-5.980049	E133
-2.607653	-8.830435	-4.478487	E134
-1.873429	-9.187141	-2.649677	E135
-1.047897	-9.525492	-0.704281	E136
0	-9.647953	1.139535	E137
1.069642	-9.429268	2.990916	E138
2.01907	-8.89269	4.712582	E139
3.201332	-7.817598	6.17158	E140
3.806797	-6.540753	7.554883	E141
4.007248	-4.99485	8.796866	E142
4.076264	-3.418653	9.59486	E143
3.636289	-1.08363	10.007821	E144
-1.602809	-9.006378	-5.800091	E145
-0.861269	-9.272512	-4.41139	E146
0	-9.35835	-2.609638	E147
1.047897	-9.525492	-0.704281	E148
2.142777	-9.398065	1.066396	E149
3.377095	-8.874353	2.785074	E150
4.389978	-7.942791	4.385007	E151
5.152229	-6.710172	5.887278	E152
5.58244	-5.253039	7.239765	E153
5.704345	-3.583581	8.216725	E154
5.320719	-1.544197	8.976128	E155
0.861269	-9.272512	-4.41139	E156
1.873429	-9.187141	-2.649677	E157
3.105718	-8.953455	-0.833633	E158
4.24979	-8.473456	0.872521	E159
5.359121	-7.601249	2.450337	E160
6.207566	-6.551817	4.048184	E161
6.711112	-5.20881	5.421363	E162
6.914406	-3.702229	6.601888	E163
6.837802	-1.838017	7.38845	E164
1.602809	-9.006378	-5.800091	E165
2.607653	-8.830435	-4.478487	E166
3.5962	-8.479898	-2.729393	E167
5.032191	-7.655319	-1.148052	E168
6.148718	-6.774631	0.497867	E169
6.853656	-5.883111	2.046355	E170
7.320948	-4.804384	3.51758	E171
7.660648	-3.482053	4.760937	E172
7.594899	-2.188332	5.793361	E173
3.210097	-8.365391	-5.980049	E174
4.092254	-7.908611	-4.607771	E175
5.133532	-7.381398	-2.801551	E176
6.450879	-6.016711	-1.512937	E177
7.120891	-5.21811	0.00003	E178
7.555095	-4.112971	1.427992	E179
7.917763	-2.890054	2.91153	E180
8.076874	-1.448387	4.2985	E181
7.587821	-0.521259	5.990597	E182
6.603842	0.070712	7.509598	E183
5.166333	0.593101	8.822243	E184
3.383322	1.07826	9.759933	E185
1.095532	1.496569	10.378836	E186
4.479144	-7.296247	-6.245697	E187
5.322803	-6.622861	-4.717324	E188
6.306616	-5.786048	-3.077013	E189
7.133679	-4.464824	-1.780123	E190
7.471798	-3.773911	-0.459074	E191
7.894134	-2.103834	0.751653	E192
8.23907	-0.697896	2.384343	E193
8.019453	0.388878	4.197075	E194
7.234886	1.252602	6.001292	E195
6.023827	1.898121	7.54296	E196
4.47541	2.517479	8.724807	E197
2.178411	2.964394	9.65529	E198
5.486678	-6.003484	-6.396185	E199
6.197794	-4.745712	-5.060637	E200
6.888638	-4.081099	-3.348148	E201
7.975495	-0.08753	0.448359	E202
8.064797	1.268074	2.345575	E203
7.566235	2.259844	4.223706	E204
6.595316	3.082912	6.013165	E205
5.194523	3.737702	7.549695	E206
3.197539	4.36623	8.679783	E207
6.160077	-3.979609	-6.860472	E208
6.683699	-2.851753	-5.428404	E209
7.762043	1.306847	-1.368418	E210
7.722785	2.18	0.498207	E211
7.450898	3.324002	2.426782	E212
6.826123	4.144226	4.327201	E213
5.723281	4.85366	6.125099	E214
4.158195	5.487641	7.401126	E215
6.509075	-1.883393	-7.445889	E216
7.051506	-0.38492	-6.358247	E217
7.470392	1.113052	-5.016286	E218
7.634704	2.011461	-3.237818	E219
7.357161	3.266926	-1.564066	E220
7.002089	4.405725	0.584039	E221
6.622065	5.257827	2.63314	E222
5.888509	5.99543	4.593841	E223
4.824852	6.361561	6.012633	E224
7.260725	3.530923	-3.681522	E225
6.648738	5.082543	-3.910635	E226
7.149929	2.903983	-5.584518	E227
7.017981	1.615902	-7.162625	E228
6.526261	-0.014489	-8.201389	E229
5.988388	6.230447	-4.973235	E230
6.525371	4.469587	-6.333545	E231
6.540079	3.304021	-7.831427	E232
6.365254	1.750666	-9.013485	E233
4.958097	7.237666	-5.406527	E234
5.667315	5.805688	-6.864983	E235
5.728086	4.713285	-8.409135	E236
5.584835	3.154307	-9.732971	E237
3.491882	7.859953	-5.528144	E238
4.446805	6.716318	-7.212923	E239
4.849941	5.184825	-9.067847	E240
-3.491882	7.859953	-5.528144	E241
-4.446805	6.716318	-7.212923	E242
-4.849941	5.184825	-9.067847	E243
-4.958097	7.237666	-5.406527	E244
-5.667315	5.805688	-6.864983	E245
-5.728086	4.713285	-8.409135	E246
-5.584835	3.154307	-9.732971	E247
-5.988388	6.230447	-4.973235	E248
-6.525371	4.469587	-6.333545	E249
-6.540079	3.304021	-7.831427	E250
-6.365254	1.750666	-9.013485	E251
-6.648738	5.082543	-3.910635	E252
-7.260725	3.530923	-3.681522	E253
-7.149929	2.903983	-5.584518	E254
-7.017981	1.615902	-7.162625	E255
-6.526261	-0.014489	-8.201389	E256
0	0	10.850124	Cz
